File Name,Profile Name,Profile Version,Valid,Minimum,Recommended,Optional
profileLive/www.ebi.ac.uk/1_ii.jsonld,DataRecord,0.2-DRAFT-2019_06_14.json,False,"Missing: None
Implemented: None
Error: None","Missing: None
Implemented: None
Error: None","Missing: None
Implemented: None
Error: None"
